Unnamed: 0,ID,State,Date,text,sentiments_x,Phase,simpleSenti,Topic,Pandemic_Phase
21,1.2539976106432755e+18,Ohio,2020-04-25,"seriously president trump let the medical professionals do the daily covid-19 news conference &amp; you just stay safe &amp; cozy in the oval office without a protective mask!ðÿ¦ ðÿ˜·ðÿ¤” @ gahanna, ohio https://t.co/hpsjdcg91z",-0.0166666666666666,P1,Neutral,Mask,Lockdown
22,1.2540502770633073e+18,Ohio,2020-04-25,"social distancing on set. sanitizing hands and equipment. wearing masks. staying safe while getting back to work. new policies for a new world! 

#onset #covid19 #socialdistancing #video #livestreaming #datavideo35â€¦ https://t.co/mhmghezmdu",0.168030303030303,P1,Positive,Mask,Lockdown
23,1.25419323202551e+18,Ohio,2020-04-25,"businesses implement social distancing practices â€” upper sandusky post office clerk mike babcock, pictured weighing a package, is a familiar face at the post office. to help aid in stopping the spread of covid-19,â€¦ https://t.co/poye750tnj",0.136111111111111,P1,Positive,Mask,Lockdown
24,1.2542237623225262e+18,Michigan,2020-04-26,"mask mission will be on wxyz channel 7 on april 26 at 10am
https://t.co/fdte5ddntq                     
how a fashionâ€¦ https://t.co/g2paulfugq",0.0,P1,Neutral,Mask,Lockdown
25,1.2547365625977528e+18,Michigan,2020-04-27,"pint 1 from the weekend.  i got the scissors for hairdressers &amp; stylists. #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ benton harbor,â€¦ https://t.co/rcvkmxsfel",0.0,P1,Neutral,Mask,Lockdown
26,1.2547370419858104e+18,Michigan,2020-04-27,"print 2, our daughter love these.  #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ benton harbor, michigan https://t.co/zos2uxfcx9",0.5,P1,Positive,Mask,Lockdown
27,1.25498970529425e+18,Michigan,2020-04-28,loving my new quarantine bandana from @welldonegoods. the reflective type is super bright! #blazeorange #coronavirus #masks #pandemicwear #quarantine #reflective #screenprinting #stayback6feet @ the corner at fort park https://t.co/uhs5zzh5j1,0.486174242424242,P1,Positive,Mask,Lockdown
28,1.2552147637113692e+18,Michigan,2020-04-28,"daisies &amp; and more daisies.  to accent this sun shine day . #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ benton harbor, michigan https://t.co/xnmrhapwdm",0.5,P1,Positive,Mask,Lockdown
29,1.2554501557859164e+18,Ohio,2020-04-29,what a beautiful morningâ£ï¸ #donthemask #donthemaskdonthecape #covid_19 #covid19 #coronavirus #essentialworkers #staysafe #stayhome #mask #socialdistancing #physicaldistancing #asseenincolumbus #cbus #614â€¦ https://t.co/oaanipzquy,0.85,P1,Positive,Mask,Lockdown
30,1.2554864772088215e+18,Ohio,2020-04-29,"just another day in the neighborhood doing the hr thing. #covid19 #essential #humanresources #maskedlife @ newark, ohio https://t.co/w2rrlygd4m",0.0,P1,Neutral,Mask,Lockdown
31,1.255583077331501e+18,Ohio,2020-04-29,"""don't get caught with the sickness -
wash your hands -
don't get caught with the sickness -
wear a mask -
don't get caught with the sickness -
stay away from covid-19""

reminder from @disturbed to stay home andâ€¦ https://t.co/ize4boysyl",0.0,P1,Neutral,Mask,Lockdown
32,1.2556189628277514e+18,Ohio,2020-04-29,"youâ€™re not stopping me, #covid19!! if youâ€™re looking for a mask, check out @where_im_from!! #lotl @ cleveland, ohio https://t.co/q0evsdfrvc",0.0,P1,Neutral,Mask,Lockdown
33,1.2457537612235817e+18,Ohio,2020-04-02,"in a nutshell.. thanks to everyone supporting my music even during this outbreak shit y'all the real mvps ðÿ† #ihatemondays #rappers #comedy #corona @ butler county, ohio https://t.co/2ifebtv3kx",0.1125,P1,Positive,Mask,Lockdown
34,1.2458569468731924e+18,Pennsylvania,2020-04-02,drinking a lollihop dry-hopped double ipa by @troegsbeer @ corona's on the porch. â€” https://t.co/gmh60fibqw,0.0,P1,Neutral,Mask,Lockdown
35,1.246053893597008e+18,Ohio,2020-04-03,"at the gig looking like i'm about to do a hit an run up the bag with my corona mask!! fresh cut couldn't take it had to get it cut.... @ gahanna, ohio https://t.co/gwlu9wxcru",0.3,P1,Positive,Mask,Lockdown
36,1.2462184120507884e+18,West Virginia,2020-04-03,"still here! $200 shipped anywhere in the usa with some shop stickers and other goodies! common rail tdi timing belt and waterpump kit- leftover - corona special! @ pat's speed shop, european auto parts https://t.co/kb9tonilyd",-0.0024553571428571,P1,Neutral,Mask,Lockdown
37,1.2464600083189228e+18,Pennsylvania,2020-04-04,"last location shooting i did.. before this hole corona thing happened.. shots of wilkes-barre on a rainy night ðÿœƒ @ wilkes-barre, pennsylvania https://t.co/upuveybnnm",0.0,P1,Neutral,Mask,Lockdown
38,1.2593615609732667e+18,Michigan,2020-05-10,"â¤ðÿ–¤ðÿ’šðÿ½ðÿž£
covid-19 cook-in
ocean perch (pan seared/oven baked), asparagus, fresh tomato slices, carrots.
spices: lemon pepper, fresh chopped garlic, garlic powder, paprika, fresh squeezed lemon juice (*on asparagus/oceanâ€¦ https://t.co/jurlwfrtz7",0.3,P2,Positive,Mask,Post_Lockdown
39,1.2594658195763077e+18,Pennsylvania,2020-05-10,â€œexpect the unexpectedâ€ ðÿ˜·ðÿœ#live #world #coronavirus #covid_19 #alone #alonetogether #quarantine #quarantinelife #quarantineandchill #globe #healthylifestyle #stayhome #quarantineworld #mask #tiktok #tshirtâ€¦ https://t.co/i5liguybqm,0.118181818181818,P2,Positive,Mask,Post_Lockdown
40,1.2598803726633984e+18,Ohio,2020-05-11,"can we just rename gyms â€œcovid resistance centerâ€™s â€?
.
.
health and fitness does not guarantee you wonâ€™t get sick, but it does provide the best defense if it happens. to say gyms, coaches, and fitness facilities areâ€¦ https://t.co/ggh4gibzzj",0.0619047619047619,P2,Neutral,Mask,Post_Lockdown
41,1.259981377123922e+18,Ohio,2020-05-11,"stay safe with with an adubb mask ðÿ˜· 
#covid_19 #mask #safe #coronavirus @ blue marlin bar and grille https://t.co/6lsfzd3mgb",0.333333333333333,P2,Positive,Mask,Post_Lockdown
42,1.2601393576897864e+18,Indiana,2020-05-12,#coronavirus is kicking our asses! #staysafe #wearamask #washyourhands #callyourlovedones #chocolate @ chocolate for the spirit https://t.co/5371atrcae,0.0,P2,Neutral,Mask,Post_Lockdown
43,1.2603472102539018e+18,Ohio,2020-05-12,"anyone else feel like 2020 was going to be â€œthe year!â€, &amp; then coronavirus hit and everything just stopped? â£â£â£â£â£
â£â£â£â£â£
ðÿ‘‰ðÿ¼ðÿ™‹ðÿ»â€â™€ï¸ðÿ‘ˆðÿ¼â£â£â£â£â£
â£â£â£â£â£
2019 was filled with so much change. for the first time ever, i foundâ€¦ https://t.co/5b4j7eizcz",0.283333333333333,P2,Positive,Mask,Post_Lockdown
44,1.2605490185784156e+18,Pennsylvania,2020-05-13,"stay home. if you must go out, wear a mask. wash your hands.  itâ€™s not about you, itâ€™s about us, all of us. #shelterinplace #covid-19 @ bethlehem, pennsylvania https://t.co/l3jny8azqm",0.0,P2,Neutral,Mask,Post_Lockdown
45,1.2609584345995018e+18,Ohio,2020-05-14,#coronaâ€™d @ upper arlington historic district https://t.co/vwtkxsigrc,0.0,P2,Neutral,Mask,Post_Lockdown
46,1.261302994014032e+18,Ohio,2020-05-15,"rocking my mask. 
thanks again,  destcarti great_beauty_captured 
#cle #cleveland #mask #covid19 #safe #healthylifestyle @ cleveland, ohio https://t.co/e5h1kuc5do",0.35,P2,Positive,Mask,Post_Lockdown
47,1.2616541555396444e+18,Pennsylvania,2020-05-16,"ðÿ’œ orders are being shipped ðÿ’œ

our apologies in the delay of orders. things havenâ€™t been the same since #covid19 hit. but we are still being diligent in processing orders received. thank you for you patience ðÿ™ðÿ¾ andâ€¦ https://t.co/9pa5za018c",0.0,P2,Neutral,Mask,Post_Lockdown
48,1.2618069237555569e+18,Pennsylvania,2020-05-16,"taking care of the #covid19 appetite 
#jerkwings
#weonlycookwithseasonedhardwood
#flavor
#theexperience 
#lookatdinner
#thisiswhatacaseofwingslookslike
#eastfalls @ side of the road authentic jamaican jerk chicken https://t.co/txcnf4aayo",-0.0499999999999999,P2,Neutral,Mask,Post_Lockdown
49,1.2618808439765606e+18,Michigan,2020-05-17,"contact tracing is now happening in michigan. this is a major part of mitigating the spread. add this number to your contacts, and if you get a call from 866-806-3447, mi covid help or your local health departmentâ€¦ https://t.co/wt5v27xnd0",0.03125,P2,Neutral,Mask,Post_Lockdown
50,1.262063650379948e+18,Indiana,2020-05-17,"in the midst of #covid19 and #selfquarantine, i neglected to #celebrate that as of may 3rd, 2020 i am officially #7months #cancerfree!  i have never publicly shown my #stomach online, and i never thought i would. butâ€¦ https://t.co/rppe8cq1q5",0.0,P2,Neutral,Mask,Post_Lockdown
51,1.262103402290405e+18,Kentucky,2020-05-17,texas roadhouse for dinnerðÿ˜ #yummy #supportlocalbusiness #socialdistance #covid19 #sanitizeeverything #wearyourmask #besafe #togetherathome #andybeshear #supportsmallbusinessâ€¦ https://t.co/8eblfqnyum,0.0,P2,Neutral,Mask,Post_Lockdown
52,1.262363749966467e+18,Ohio,2020-05-18,"2hippiesrenovations mask off to paint heat registers in kitchen of rental property...

finding plenty to do on a rainy day in cleveland!
#covid19 #selfisolation #inthistogetherohio @ cleveland, ohio https://t.co/zzkxruaxlo",0.0,P2,Neutral,Mask,Post_Lockdown
53,1.2628005176438538e+18,Pennsylvania,2020-05-19,"we are back open. lickety split! stop in and get a boho bandeau that you xan wear multiple ways, even as a mask! #naturallife #downtownwilliamsportpa #maskup #covid19 #staysafe &amp; #fashion @ gustonian gifts https://t.co/f1mlgsqnf1",0.0,P2,Neutral,Mask,Post_Lockdown
54,1.2628621158341345e+18,Pennsylvania,2020-05-19,criminal defense attorney zak goldstein appears on ask the experts to answer questions on philadelphia criminal courts and the coronavirus pandemic  https://t.co/vzbryzwqlu,-0.4,P2,Negative,Mask,Post_Lockdown
55,1.25619198249975e+18,Michigan,2020-05-01,"a few coffee shop inspired masks to start the day.  #mask #covid19 #kavmask #kavanaughmaskcompany #bjornphoto #staycovered #swmi #besafe #handmade #maker #michiganmade #mimade @ benton harbor, michigan https://t.co/tlycw8iafw",-0.2,P2,Negative,Mask,Post_Lockdown
56,1.2563198706580644e+18,West Virginia,2020-05-01,"my masks are even saving dinosaurs ðÿ‘ðÿ¼ðÿ¤£ðÿ˜
#covidmaskss #coronavirus #covidshenanigans #facemasks #dinosaurs #smartcenter smartcenter centremarket #centremarketsmartcenter @ wheeling, west virginia https://t.co/ypouy7gv3g",0.0,P2,Neutral,Mask,Post_Lockdown
57,1.2563560596750705e+18,Indiana,2020-05-01,"helping essential company workers.
making sure they are fed and continue to fight the covid-19 pandemic.
fyi they also make and stock face masks. @ hammond, indiana https://t.co/di3zbcx1ia",0.25,P2,Positive,Mask,Post_Lockdown
58,1.2564261009949286e+18,Ohio,2020-05-02,i mean come on rightâ£ï¸.... #donthemask #donthemaskdonthecape #covid_19 #covid19 #coronavirus #essentialworkers #staysafe #stayhome #mask #socialdistancing #physicaldistancing #asseenincolumbus #cbus #614â€¦ https://t.co/i40qesxotd,-0.0133928571428571,P2,Neutral,Mask,Post_Lockdown
59,1.2634965642129367e+18,Ohio,2020-05-21,our customers know the drill #covid19 #coronavirus #devo #energydome #mask @ used kids records https://t.co/olf1fm3rft,0.0,P2,Neutral,Mask,Post_Lockdown
60,1.2636030448744038e+18,Indiana,2020-05-21,"we dropped our wedding ringsðÿ’žðÿ’žðÿ’žoff to get sized properly and polished a few months ago but, due to the corona pandemic we're just now allowed to pick themâ€¦ https://t.co/grszkolhkw",-0.108333333333333,P2,Negative,Mask,Post_Lockdown
61,1.263609640048382e+18,Ohio,2020-05-21,"coronavirus - covid-19, little caesars pizza - columbus, ohio -  the pizza when i got my pizza at drive threw noone had gloves or a mask on the girl at the window keep... food poisoning https://t.co/uvyzq9m6zv",-0.1875,P2,Negative,Mask,Post_Lockdown
62,1.2639737629842227e+18,Kentucky,2020-05-22,"ðÿ˜·tgifðÿ˜· yâ€™all stay safe this weekend. #coronavirus #alonetogether #quarantine #2020 #maskon @ bowling green, kentucky https://t.co/ujk4la5xz1",0.15,P2,Positive,Mask,Post_Lockdown
63,1.2640105259999475e+18,Ohio,2020-05-23,copper babe.  #centervillehairstylist #@s.e.hollypoet #moroccanoilpro #olaplextreatment #schwarzkopfcolorprofessional #covid19 #donotcutyourownbangs #stuckinside #quarantine #daytonstrong @ salon exclusive ltd. https://t.co/pbkzaqcfjl,0.0,P2,Neutral,Mask,Post_Lockdown
64,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
65,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
66,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
67,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
68,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
69,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
70,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
71,1.2643220524224266e+18,Ohio,2020-05-23,"*designer covid 19 mask*  available right now, only 3 of each available!!! tap in cash app $30 or cash in person (free delivery ðÿ“¦ðÿ’§ðÿ˜·) @ cleveland, ohio https://t.co/63prje9jtx",0.373392857142857,P2,Positive,Mask,Post_Lockdown
72,1.2645523823371878e+18,Pennsylvania,2020-05-24,"well, itâ€™s finally happened. after patiently waiting for well over a month because of this covid drama, logan got his opportunity and passed it on friday. he now has his learnerâ€™s permitâ€¦ https://t.co/ppxz1ejfma",0.0,P2,Neutral,Mask,Post_Lockdown
73,1.2646014523009024e+18,Indiana,2020-05-24,"made a sloth mask!
.
.
.
.
.
.
.
#mask #masks #maskmaking #covid19 #coronavirus #sloths #sloth #slothsofinstagram #slothlife #slothlove #crafting @ bloomington, indiana https://t.co/02qnezbidj",0.0,P2,Neutral,Mask,Post_Lockdown
74,1.2647312099528868e+18,Pennsylvania,2020-05-25,"we pop out ðÿƒâ€â™‚ï¸ wtf is going on ðÿ¤£ðÿ˜‚ #shakendbakeent #ganginc #gang #slipperyslopeent #tws #popout #dontmatter #togetherwestand #westeadymovin #lol #covid19 #coronavirus #lockdown #store @ philadelphia, pennsylvania https://t.co/pncochtftm",0.15,P2,Positive,Mask,Post_Lockdown
75,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
76,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
77,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
78,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
79,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
80,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
81,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
82,1.2649543352613192e+18,Indiana,2020-05-25,"yesterday
ðÿžˆðÿž‰ðÿžˆðÿ§ðÿžˆ
celebrating 93 with kate. 
steppenkroll 
michelle_a_kroll 
#covid19 @ bloomington, indiana https://t.co/im3farcnym",0.0,P2,Neutral,Mask,Post_Lockdown
83,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
84,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
85,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
86,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
87,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
88,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
89,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
90,1.2652459694377124e+18,Michigan,2020-05-26,working on some cool new masks. this is the biker girl pinup design. will probably end up selling these if there's any interest in them. #covid19 #mask #pinup #bikergirl #facemask @ ford - automatic transmissionsâ€¦ https://t.co/ocn7nekg0b,0.243181818181818,P2,Positive,Mask,Post_Lockdown
91,1.2653553528260895e+18,Michigan,2020-05-26,selling houses in the time of covid.  nothing is status quo.  weâ€™ve never stopped innovating or advocating for our clients.  #realestate #realtors #realtorsofinstagram #quarantine #birmingham #birminghammiâ€¦ https://t.co/yktvqezrai,0.0,P2,Neutral,Mask,Post_Lockdown
92,1.2653553528260895e+18,Michigan,2020-05-26,selling houses in the time of covid.  nothing is status quo.  weâ€™ve never stopped innovating or advocating for our clients.  #realestate #realtors #realtorsofinstagram #quarantine #birmingham #birminghammiâ€¦ https://t.co/yktvqezrai,0.0,P2,Neutral,Mask,Post_Lockdown
93,1.2653553528260895e+18,Michigan,2020-05-26,selling houses in the time of covid.  nothing is status quo.  weâ€™ve never stopped innovating or advocating for our clients.  #realestate #realtors #realtorsofinstagram #quarantine #birmingham #birminghammiâ€¦ https://t.co/yktvqezrai,0.0,P2,Neutral,Mask,Post_Lockdown
