"","ID","State","Date","text","sentiments_x","Phase","simpleSenti"
"16",1241771625650860032,"Pennsylvania",2020-03-22,"the last pie of the pandemic. 

until we meet again...

#hustleoff #beerme #partyhard #corona #quarantine @ badstreet, philadelphia, pa https://t.co/swpigvlk1k",0,"P1","Neutral"
"17",1241815381809025024,"Michigan",2020-03-22,"due to gov. mandate weâ€™re closed ðÿ™ðÿ¾be safe everyone! #corona #covid_19 #businessshutdown #temporary #alottalocs @ southfield, michigan https://t.co/pigdrhdufm",0.133333333333333,"P1","Positive"
"18",1241844869766828032,"Michigan",2020-03-22,"felt good to get out of quarantine and get a grind with my coaches thomas nikeman smith and michael powers, anahuac gym aint scared of no corona, prettyboy ainâ€™t scared of no coronaðÿ’¯ðÿ’ªðÿ½ðÿ˜ðÿ¥šðÿ‘‘ðÿ¥¶ðÿ˜ž @ anahuac boxing club https://t.co/bgjdunkqpy",0.7,"P1","Positive"
"19",1241845212890136576,"Indiana",2020-03-22,"should i be afraid? ðÿ¤¨ #cat #catsofinstagram #blackcatsofinstagram #catmom #corona #quarantine #shouldibeworried @ bloomington, indiana https://t.co/o6shldiumr",-0.6,"P1","Negative"
"20",1242094443076993024,"Michigan",2020-03-23,"this is how you quarantine :) #corona #rona #pcmasterrace #pc #gamer #gamergirl afuciarelli49 pleenis  #divinityoriginalsin2 #divinity @ westland, michigan https://t.co/q7lqytx1nj",0.5,"P1","Positive"
"21",1242174321755394048,"Michigan",2020-03-23,"when you had plans but pandemics had other plans. iâ€™m not losing my mind in #quarantine i swear! #quarensing #lesmis #corona @ west bloomfield township, michigan https://t.co/8kht9dyqoz",-0.15625,"P1","Negative"
"22",1242207630178816000,"Pennsylvania",2020-03-23,"ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚#corona #socialdistancing #staysafe #stayhealthy #stayhome #staycation #noschool #itsgettingreal @ cobbs creek, philadelphia https://t.co/e5jskorqta",0,"P1","Neutral"
"23",1242264993095192576,"Pennsylvania",2020-03-24,"what would happen if joe dirt stayed at the gator park a couple years before starting his own tiger zoo....

#tigerking #corona #quarantine @ badstreet, philadelphia, pa https://t.co/ca6i1lsdk8",0.3,"P1","Positive"
"24",1242289719297208320,"Ohio",2020-03-24,"#socialdistancing + #stillneedpampering + #nailsalonsclosed = me doing my own! #nottooshabby #corona #nocoronavirusðÿ˜· #corona2020 @ meigs county, ohio https://t.co/haewdshvm3",0.75,"P1","Positive"
"25",1242296575130558464,"Pennsylvania",2020-03-24,"welcome to the garbled podcast/nertino corona virus survival guide part 4. a series of little suggestion to keep you entertained 
through this self isolation. we're constantly saying that we never have enough time toâ€¦ https://t.co/g4jpiyvogc",0.153125,"P1","Positive"
"26",1242414302226780160,"Indiana",2020-03-24,"we spent some time outside yesterday during the nice weather. bailey even played some football. #quarantine #corona #outdoors #niceweather #sunshine #football #dog #dogsofinstagram #blacklab @ bloomington, indiana https://t.co/lpulajcpwq",0.166666666666667,"P1","Positive"
"27",1242505186091778048,"Michigan",2020-03-24,"this whole #corona shutdown must have me losing my mind as iâ€™ve resorted to using a #phannypack to store all of my #handsanitizer clean=cool #preemo #thestruggleisreal #famsprinting @ fams screen printing &amp; embroidery https://t.co/qj4mtz4v0t",0.2,"P1","Positive"
"28",1242553373108211712,"Indiana",2020-03-24,"stay sharp on your skills and take advantage of all the great educational opportunities available during the corona quarantine. 
.
.
.
#carmelindianahair #carmelindianahairstyles #carmelindianahairstylistâ€¦ https://t.co/hy94jmgwmr",0.33125,"P1","Positive"
"29",1242584222973526016,"Kentucky",2020-03-24,"the quarantine has me screaming!!!!!  ðÿ¤ªðÿ¤ª
#tbt #corona #fml @ fourth street live! entertainment district https://t.co/3r426oyn07",0.0852272727272727,"P1","Neutral"
"30",1242588577382330368,"Pennsylvania",2020-03-24,"#corona #quarantine #thankyoumutha @ badstreet, philadelphia, pa https://t.co/2wzc8zxtng",0,"P1","Neutral"
"31",1242628723511156736,"Indiana",2020-03-25,"i hope all of you are okay and safe from ms.rona,she can be such a bitchðÿ‘€ðÿœÿâš¡ï¸
â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” #corona #quarantine 
#plussize #plussizemodel #plussizemalemodel #express #plussizeinfluencer #white 
#bigandtallmodelâ€¦ https://t.co/cfbnnknjgv",0.25,"P1","Positive"
"32",1242652412973928448,"Pennsylvania",2020-03-25,"the finished batch of #quarantine jerky. this won't last long. #beef #jerky #corona @ mountain top, pennsylvania https://t.co/nfexd6eukx",0.15,"P1","Positive"
"33",1242787153173786624,"Pennsylvania",2020-03-25,"you are not neo, you are not the one, even in an eon you still would be an anagram for the one ðÿ˜žðÿ¤¯ #poetry #books #spokenword #matrix #corona #corona #coronaquarantine #reading #philly #phillycheesesteak #bars #simsâ€¦ https://t.co/ck9emfzpgt",0,"P1","Neutral"
"34",1242793270465515520,"Pennsylvania",2020-03-25,"kehlani 
i do not own the rights to the music.
#corona #quarantine #bored #ineedagangsta #kehlani #3holeday #happy #hump #day @ keystone luxury lofts https://t.co/reayzk3z5e",0,"P1","Neutral"
"35",1242953824752398336,"Ohio",2020-03-25,"got out and got the blood flowing! #nature #corona #quarantine #park #dog #sights @ quail hollow park https://t.co/eay8rry28m",-0.1,"P1","Negative"
"36",1243176006539792384,"Pennsylvania",2020-03-26,"some things about quarantine aren't so bad. 

#victoriasway #sisters #corona #quarantine @ badstreet, philadelphia, pa https://t.co/yngs4dln6g",-0.7,"P1","Negative"
"37",1243205317023932416,"Ohio",2020-03-26,"itâ€™s 5 oâ€™clock somewhere yard work jams yâ€™all ðÿ¤˜ðÿ»ðÿ¤˜ðÿ»ðÿ¤˜ðÿ»#corona #yardwork #coronavirus #quarantine #metallica #ozzyosbourne #kiss #heavymetal #jesussaves @ perry, ohio https://t.co/hycam7rrzf",0,"P1","Neutral"
"38",1243287988676833280,"Pennsylvania",2020-03-26,"that 4 non-wrestling people/characters that influenced mine gimmick. 

#prowrestling #corona #quarantine @ badstreet, philadelphia, pa https://t.co/tgco3brico",0,"P1","Neutral"
"39",1243539264207544320,"Ohio",2020-03-27,"post-call corona lockdown.  #furtherapy #naptime @ willoughby hills, ohio https://t.co/tri8t4umih",0,"P1","Neutral"
"40",1243604612378234880,"Michigan",2020-03-27,"ðÿ“¦ðÿ§»ðÿ¡ #corona 2020: when care packages from home rise to the next level! ðÿ¡ðÿ§»ðÿ“¦  thank you earleneclubb !!
#quarantineandchill #toiletpapercrisis #wewereoutbeforeallthisstarted @ holt, michigan https://t.co/by3uipmejw",0,"P1","Neutral"
"41",1243607989375971328,"Ohio",2020-03-27,"#qotd what is your favorite dessert??
ðÿ¥§ ðÿ° ðÿ¦ ðÿ« 
i have a ridiculous love for baking, which is currently being satisfied during #corona #quarantine by binge watching #greatbritishbakingshow. i made this pie, aâ€¦ https://t.co/yhf3wcoogj",0.233333333333333,"P1","Positive"
"42",1243622261451632640,"Michigan",2020-03-27,"back in the trail now itâ€™s time to get busy in the war room ( dj room ) and make some noise ... 
i didnâ€™t see a soul out there 
#quarantine #corona #djadubb #getoutside @ monroe, michigan https://t.co/xkeybzbqie",0.05,"P1","Neutral"
"43",1243878713822978048,"Kentucky",2020-03-28,"day whatever of this quarantine and this corona virus got the bear playing cereal box games. ðÿ¤¦ðÿ»â€â™‚ï¸ðÿ¤¦ðÿ»â€â™‚ï¸ðÿ¤¦ðÿ»â€â™‚ï¸#phuckcoronavirus #goldenbeareverywhere @ the cereal box https://t.co/fxwaxw0zda",0,"P1","Neutral"
"44",1243958676572057600,"Pennsylvania",2020-03-28,"anyone else running out of things to do during this lockdown? #quarantine #covid_19 #bordem #corona #lockdown #stayhome @ south philadelphia https://t.co/q1cra8s5lk",0,"P1","Neutral"
"45",1243988001232793600,"Pennsylvania",2020-03-28,"strong corona quarantine vibes from bruce and lily while they help pack up the first batch of pandemic preorders. #houndsofhell @ home&lt;3 https://t.co/ekzvtjyox1",0.341666666666667,"P1","Positive"
"46",1243995315113426944,"Kentucky",2020-03-28,"fuck that corona virus we bout bud light over here!! #quarantine2020 #kentuckykong #sixosix #kentuckyhiphop @ florence, kentucky https://t.co/ybyrh1wpge",0.1125,"P1","Positive"
"47",1244043966410039296,"Indiana",2020-03-28,"our quarantine dinner.  snake river farms &amp; nickel nickel. quarantine and chill ainâ€™t bad. 
#steak #srf #meat #anovafoodnerd #anovaculinary #nickelandnickel #corona #cabernetsauvignonâ€¦ https://t.co/2dxswjn8au",-0.7,"P1","Negative"
"48",1244043989281419264,"Pennsylvania",2020-03-28,"day fourteen... #corona #coronamemes #coronamemes #covid_19 #stayhome #funnymemes #movies #moviememes #aliens #redbox #memeoftheday #quarantine #quarantineandchill #funnymemes #socialdistancing #parentingmemesâ€¦ https://t.co/3bob7oshwl",0,"P1","Neutral"
"49",1244098521596416000,"Michigan",2020-03-29,"corona-machina people.
(quarantine. 2nd week) @ ypsilanti, michigan https://t.co/xm9zg78b6o",0,"P1","Neutral"
"50",1244505748098494464,"Pennsylvania",2020-03-30,"found this lurking in the wild (walmart) and was able to capture it and bring it home!
#elusivetoiletpaper #coronavirusmemesðÿ˜‚ðÿ˜‚ðÿ˜‚ #quarantine @ lewisburg, pennsylvania https://t.co/z6tiotjnrc",0,"P1","Neutral"
"51",1244487507217207296,"Indiana",2020-03-30,"#quarantine 101. @cosbynator and krosstrainbrewing  my two most favorite things. masterclass is the best thing ever!  learning from the master himself. #chef #cheflife #master #mentor #food #love #hospitality #craftâ€¦ https://t.co/hnucic5ttx",0,"P1","Neutral"
"52",1244475381551378432,"Ohio",2020-03-30,"#covid_19 #trump #world #quarantine #buymyart @ boardman, ohio https://t.co/l79vndtxz2",0,"P1","Neutral"
"53",1244465222418604032,"Michigan",2020-03-30,"ok guys, i know with all quarantine stuff thatâ€™s going on itâ€™s hard to stay positive. did a short workout today for time that was pretty good, i know iâ€™m not that fast. so letâ€™s see what the rest of you got! 100 airâ€¦ https://t.co/9pbkvfn42l",0,"P1","Neutral"
"54",1244467393998532608,"Michigan",2020-03-30,"day 12 quarantine #whatchadoin ðÿ¤·ðÿ½â€â™€ï¸ðÿ¤¦ðÿ½â€â™€ï¸ðÿ™ƒðÿ¤£ðÿ˜‚ @ the v spot https://t.co/b4myisruwk",0,"P1","Neutral"
"55",1244469895686959104,"Ohio",2020-03-30,"i was out on a late night quarantine walk and had to run back to get my camera for this shot. â›ˆâ˜”ï¸â›ˆ
â·
â·
â·
â·
â·
#moodygrams #instagood #moody_tones #photooftheday #love #photography #instagram #beautiful #agameoftonesâ€¦ https://t.co/vh66kb54pb",0,"P1","Neutral"
"56",1244458730806263808,"Michigan",2020-03-30,"never would of thought that this could have been one of the last big shows. 

#motorsports 
#automotive 
#racing
#detroit 
#autorama 
#coronavirus 
#quarantine @ detroit, michigan https://t.co/cywrbhph9m",0,"P1","Neutral"
"57",1244460206412759040,"Kentucky",2020-03-30,"#beers #bourbon #firepit making the best out of great weather and #quarantine living @ louisville, kentucky https://t.co/ft20njotmq",0,"P1","Neutral"
"58",1244449310156247040,"Pennsylvania",2020-03-30,"howâ€™s your quarantine going?  mines going amazing.  thank you for asking.  #day7ofmonopoly @ cranberry township, butler county, pennsylvania https://t.co/4o1bkahztp",0,"P1","Neutral"
"59",1244432265712566272,"Ohio",2020-03-30,"how iâ€™m feeling during quarantine ðÿ¦© 

ps ily parma, bring back the â€œscriptâ€ sign. @ parma, ohio https://t.co/at12e383ky",0,"P1","Neutral"
"60",1244436567009173504,"Ohio",2020-03-30,"another beat from @araabmuzik that ain't safe.. #datpiff #cincinnati #cincinnatimusic #ohiohiphop #mixtape #quarantine #newmusicalert @ cincinnati https://t.co/pdyfkybg4w",0,"P1","Neutral"
"61",1244427425146167296,"Ohio",2020-03-30,"quarantine sâ€™mores. @ wyoming, ohio https://t.co/ntsrcwt23s",0,"P1","Neutral"
"62",1244419894910877696,"Ohio",2020-03-30,"day 437 of quarantine life. #ohioexplored #thisiscle #rushingwater @ kirtland, ohio https://t.co/avl0vtb2sx",0,"P1","Neutral"
"63",1244409815667019776,"Ohio",2020-03-29,"went blue during this quarantine. #bluehairðÿ’™ #quarantine @ lake anna, barberton https://t.co/db8ebqhnyn",0,"P1","Neutral"
"64",1244391900796178432,"Michigan",2020-03-29,"used the new time lapse feature in the @moment app while building my lego movie set.  #quarantine #kellykapowski #lego #fujixmoment @ byron, michigan https://t.co/jbrbhimtbm",0,"P1","Neutral"
"65",1244393108185415680,"Ohio",2020-03-29,"how do i feel now that our home quarantine social distancing guidelines have been extended to april 30, 2020 due to this covid-19 coronavirus pandemic pandemonium? â€œi guess iâ€™m feelingâ€¦ https://t.co/nnqhshda1m",0,"P1","Neutral"
"66",1244386494418014208,"Pennsylvania",2020-03-29,"mnuchin: virus task force unanimously shunned trump's quarantine idea - politico https://t.co/6qxfoikzni https://t.co/tmr6djyl6t",0,"P1","Neutral"
"67",1244386731605909504,"Michigan",2020-03-29,"yâ€™all missing out the break down #scoobdahustla #lockdown #coronacrazy #newedition @ west side, pontiac https://t.co/38tvsei0ji",0,"P1","Neutral"
"68",1244378421972439040,"Ohio",2020-03-29,"this is what iâ€™m reading during this lockdown in preparation of my creative writing class titled â€œwriting the otherâ€ beginning this summer at john hopkins univesity @ athens, ohio https://t.co/f82mkv8qmf",0,"P1","Neutral"
"69",1244378981161472000,"Pennsylvania",2020-03-29,"great idea!! get your 15yr old a new drum set for his #birthday during quarantine ðÿ˜±ðÿ˜± happy bday to our baby boy!! our armchair historian &amp; observational comedian ðÿ˜žðÿ˜ž @ pirate republic https://t.co/miluaczvha",0,"P1","Neutral"
"70",1244361882531696640,"Pennsylvania",2020-03-29,"you can take the chef outta the kitchen, but you canâ€™t take the pierogis outta this ass ðÿœ‰ 
#pittsburgh #bridges #pierogination #yinzer #quarantine #isolation #fourtosixfeet @ pittsburgh, pennsylvania https://t.co/6po5lfgeqc",0,"P1","Neutral"
"71",1244356895768342528,"Ohio",2020-03-29,"playing some wii golf with my parents and listening to christian music during this quarantine @ hillsboro, ohio https://t.co/arl9ryzsp0",0,"P1","Neutral"
"72",1244352157098409984,"Pennsylvania",2020-03-29,"#quarantine #corona #selfcare @ cranberry township, butler county, pennsylvania https://t.co/ud674j3cxh",0,"P1","Neutral"
"73",1244340280398155776,"Pennsylvania",2020-03-29,"did some cleaning in the garage during quarantine and found my high school parking passes from 2004-2007. anyone know if they will still work? #mcguffey #mcguffeyhighschool #mcguffeyhighlanders #highschoolâ€¦ https://t.co/2uk5gtul2m",0,"P1","Neutral"
"74",1244325160179687424,"Pennsylvania",2020-03-29,"dios las hace y ellas se juntan...
a comer galleta.
#quarantine #stayhome #familytime @ bucks county, pennsylvania https://t.co/ypcccun0gw",0,"P1","Neutral"
"75",1244325178626183168,"Pennsylvania",2020-03-29,"me: â€œbruce, thatâ€™s where you were born! do you know what the letters on the hospital say?â€
bruce wayne: â€œyeah. they say â€˜i am sick.â€™â€ jeffersonhealth #philly #brucewayne #fatherandson #autisticdad #quarantine #walkâ€¦ https://t.co/2auwzf0jib",0,"P1","Neutral"
"76",1244319510330556416,"Indiana",2020-03-29,"iâ€™ve been doing a mask nearly every day since being in isolation and all i know is my skin better be fucking luminous when this is all over. #socialdistancing #quarantinelife #skincare #claymask #beauty #sundayfundayâ€¦ https://t.co/ijvroyxdgv",0,"P1","Neutral"
"77",1244321265487233024,"Indiana",2020-03-29,"in the midst of quarantine i went to a pretty cool park. and deadass ig filters are dope @ clifty falls state park https://t.co/6dyvqucccj",0,"P1","Neutral"
"78",1.244316651128e+18,"Pennsylvania",2020-03-29,"fresh air. drink it in.
â€¢
#freshair #quarantine #girl #babygirl #sunshine #smiles #danieltiger #proudparents #sundayfunday @ uniontown, pennsylvania https://t.co/0ssd39pvbb",0,"P1","Neutral"
"79",1244313487179907072,"Pennsylvania",2020-03-29,"does it still count during a quarantine?
.....
#sundayfunday #daydrinking #covid_19 #coronavirusmemesðÿ˜‚ðÿ˜‚ðÿ˜‚ #coronavirus #meme #dankmemes #memesdaily #memes #narcos #moetrain #moetrainstracks #moetraineats @ chesterâ€¦ https://t.co/thzmvqnbua",0,"P1","Neutral"
"80",1244314211221716992,"West Virginia",2020-03-29,"stevie's quarantine bday gift #birthday #quarantine #trampoline #slowmotion @ stamford park huntington, https://t.co/asudhom8zy. https://t.co/duqmmmxhch",0,"P1","Neutral"
"81",1244311438878887936,"Ohio",2020-03-29,"bake sale!!!! going on today until 2pm. behind goose and elder. procedes go to furloughed employees at salazar restaurant group #gooseandelder #quarantine #dontgiveup @ goose &amp; elder https://t.co/0gmup9p7gz",0,"P1","Neutral"
"82",1244301248163020800,"Indiana",2020-03-29,"just a little sunday morning quarantine basketball with my closest friends. #covidcallories @ abundant life church https://t.co/iwfz3suwuy",0,"P1","Neutral"
"83",1244287486534324224,"Ohio",2020-03-29,"ðÿš«ðÿ¦  social distancing ðÿš«ðÿ¦  #goodmorning #run #godblesstheworld #amen #feedtheheart #savethekidneys #saveyourself #pray #coronavirus #quarantine #cleanse @ cleveland, ohio https://t.co/opdwhwahoy",0,"P1","Neutral"
"84",1244278719470014464,"Michigan",2020-03-29,"sidewalk truths                                    #quarantine #supporteachother #stayaway #sidewalkchalk #sidewalkmessages #damnright #keepcrestonfunky @ creston, grand rapids https://t.co/9hslhsxqiz",0,"P1","Neutral"
"85",1244274897834192896,"Pennsylvania",2020-03-29,"iâ€™m ready to fight the evil doers everywhere! #charcolmask #priceofbeauty #quarantine #shelterinplaceactivities @ morrisville, pennsylvania https://t.co/vvcqv1xkrm",0,"P1","Neutral"
"86",1244267617461944320,"Pennsylvania",2020-03-29,"""girl characters are trash dung!"" then how did i get 40 kills?! #instagay #gaymerdung #smite #pele #quarantine @ overbrook, philadelphia https://t.co/djmpcselor",0,"P1","Neutral"
"87",1244260476189540352,"Michigan",2020-03-29,"me next week! #quarantine #covid_19 @ ak steel https://t.co/wwheji66c8",0,"P1","Neutral"
"88",1244261420000296960,"Michigan",2020-03-29,"being in lockdown doesnâ€™t mean you canâ€™t eat well! homemade #chickenpiccata is what i made for thursdayâ€™s birthday girl. yum! @ ann arbor, michigan https://t.co/4bx4bn166w",0,"P1","Neutral"
"89",1244256703195033600,"Ohio",2020-03-29,"swing me &amp; enjoy the lockdown.
hi ðÿ‘‹ #kaya #bubumamkhaya #microfashion #nanofashion ðÿ¥°ðÿ¥°ðÿ˜˜ @ sylvania, ohio https://t.co/mozxo8benw",0,"P1","Neutral"
"90",1244244898393526272,"Kentucky",2020-03-29,"how i feel about #covid season #erlife #stayhome #socialdistancing @ lexington, kentucky https://t.co/wwer1anrqs",0,"P1","Neutral"
"91",1244239741731713024,"Ohio",2020-03-29,"ðÿœ€
covid-19 pandemic quarantine
these are
the people
of
granville, ohio | march 2020
.
the mcelroy family
east college street
.
as a documentary / editorial photographer who lives in granville i am documenting theâ€¦ https://t.co/zz7kwmbjto",0,"P1","Neutral"
"92",1244226107169177600,"Pennsylvania",2020-03-29,"letâ€™s go to the mall once this over bosshere_period #yikes #yikeschallenge #quarantine day 3000 #corona #coronavirus #tiktok #letsgotothemall @ philadelphia, pennsylvania https://t.co/bpgoikiizb",0,"P1","Neutral"
"93",1244210711087034368,"Michigan",2020-03-29,"quarantine life: drkrd. i've been cooking. #doubleentendre follow les crã©atif on facebook for full videos and music. #cover #vuuduu #music #grandrapids #art #independent this video was created for the color(s) themeâ€¦ https://t.co/nqapbotlgb",0,"P1","Neutral"
"94",1245201614346076160,"Pennsylvania",2020-04-01,"welcome to the @nerdtino /@garbledpodcast corona virus survival guide part 7. a series of little suggestion to keep you entertained 
through this self isolation. we're constantly saying that we never have enough timeâ€¦ https://t.co/f4ktgnci27",0.153125,"P1","Positive"
"95",1245210441497767936,"Indiana",2020-04-01,"keeping my distance #coronahikingchronicles #corona #quarantine #outside #outandabout #midwest #midlandtracetrail #indiana #joshuarlawfoto #highabove #isolation @ noblesville, indiana https://t.co/vdbdcxamps",0,"P1","Neutral"
"96",1249340136288063488,"West Virginia",2020-04-12,"easter breakfast #quarantine #corona #easter @ indian fishin' lake https://t.co/bc7d1uj3fd",0,"P1","Neutral"
"97",1249398425885556736,"Ohio",2020-04-12,"need i say more than whatâ€™s posted on the photo?ðÿ¤¨ .. all facts. #theartofthinkingoutloud #billgates #vaccines #virus #pandemic #socialdistancing #devil #evil #corona #life #usa @ cincinnati https://t.co/0aswzrqnl2",-0.25,"P1","Negative"
"98",1250235063343644672,"West Virginia",2020-04-15,"even the characters in my video games are over this covid-19/corona virus &amp; quarantine ðÿ‚ðÿ’©
...
dyinglight warnerbrosentertainment
#overit #coronavirus #facemask #dyinglight #gamehumor #quarantinelife #quarantineâ€¦ https://t.co/g5by6jecnl",0,"P1","Neutral"
"99",1250239643544457216,"Ohio",2020-04-15,"luckily, i used to cut my own hair all the timeâœ‚ï¸ ðÿ’ðÿ»â€â™€ï¸
â€¢
â€¢
â€¢
â€¢
â€¢
#quarantine #hair #haircut #fresh #beard #scruff #hairy #chest #black #qay #lgbt #queer #scruffy #scruffygay #beardedgay #muscle #covid #corona #wfhâ€¦ https://t.co/nf5h68fcvf",0.266666666666667,"P1","Positive"
"100",1251242830523072512,"Ohio",2020-04-17,"we have cbd sanitizer! get yours today...

#sanitizer #corona #safe #cbd #cbdoil #cincinnati #oakleysquare #curbsidepickup #clean #quarantine #healthylifestyle #columbusbotanicaldepot #cincinnatibotanicaldepot @â€¦ https://t.co/agwi1cutoh",0.433333333333333,"P1","Positive"
"101",1251313003406020608,"Indiana",2020-04-18,"corona got me like...........
- this quarantine livin alone is for the birds man.   grateful to be painting and getting my house on point.   and super grateful for these crazy #sphynx cats keepin me entertained, butâ€¦ https://t.co/mjqmvaxz6h",-0.133333333333333,"P1","Negative"
"102",1251446111623135232,"Ohio",2020-04-18,"ðÿœ€
covid-19 pandemic quarantine
these are
the people
of
granville, ohio | april 2020
.
the wollenberg family
sold their home during the quarantine
knoll drive
.
.
âœ¨ please read âœ¨
.
as a documentary / editorialâ€¦ https://t.co/lvuuzdwkfv",0,"P1","Neutral"
"103",1251451628735074304,"Ohio",2020-04-18,"ðÿœ€
covid-19 pandemic quarantine
these are
the people
of
granville, ohio | april 2020
.
the mennell family
orchard drive
.
.
âœ¨ please read âœ¨
.
as a documentary / editorial photographer who lives 
in granville, ohio.
iâ€¦ https://t.co/z6kqns0jyh",0,"P1","Neutral"
"104",1251541807298678784,"Pennsylvania",2020-04-18,"quarantine brunch #fattygirlhappygirl #sunnysideeggs #coffee #strawberry #avocadotoast
#lemonade #quarantinelife #coronavirus #coronaisreal @ allentown, pennsylvania https://t.co/roxwm3ggjd",0,"P1","Neutral"
"105",1251652998155177984,"Pennsylvania",2020-04-18,"comment on the post so that we can begin application for rent relief! even in a time of self-isolation we can still come together!
#rentrelief #rentrelieffund #pittsburgh #coronavirus #covid-19â€¦ https://t.co/oqpc4esqvx",0,"P1","Neutral"
"106",1251716685293326336,"Pennsylvania",2020-04-19,"jello shots for the #quaranteam! ðÿ˜œ
.
.
.
#lifeisatour #quarantine #saturdayvibes #corona #passingthetime #jello #raspberry @ hemlock farms, pennsylvania https://t.co/emiqor89oz",0,"P1","Neutral"
"107",1251754665164918784,"Kentucky",2020-04-19,"coming out of #quarantine like....
#killbill
#coronavirus #beatrixkiddo #paulaschultz @ aylesford place - woodland park, lexington, kentucky https://t.co/4dlpio8fvd",0,"P1","Neutral"
